"last_name, first_name","player_id","year","pa","k_percent","bb_percent","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent"
"Semien, Marcus",543760,2019,747,13.7,11.6,".373",".363",34,8.5,38.1,"98.394543077","93.291025385",18.3,42.2
"Shaw, Travis",543768,2019,270,33,13.3,".248",".285",34,7.1,37.9,"99.798239714","94.006399712",29.8,45.1
"Shuck, JB",543776,2019,57,17.5,14,".279",".309",26.3,0,28.9,"96.099028333","92.049514167",17.3,45
"Springer III, George",543807,2019,556,20.3,12.1,".400",".400",31.6,14.1,44.8,"102.243162402","95.348781653",26.5,44
"Strange-Gordon, Dee",543829,2019,421,14.5,4.3,".282",".263",28.2,0,19,"93.293252484","90.721132516",15.9,55.3
"Vázquez, Christian",543877,2019,521,19.4,6.3,".331",".310",38.5,5.9,40.3,"98.607970314","93.531031811",20.5,49.9
"Wong, Kolten",543939,2019,549,15.1,8.6,".334",".297",28.6,2.2,25.4,"96.025301799","92.013404021",18.4,48
"Gregorius, Didi",544369,2019,344,15.4,4.9,".297",".292",30.8,5.9,35.5,"98.368135147","93.19498864",22.5,55.8
"Garcia, Leury",544725,2019,618,22.5,3.4,".294",".272",30.3,3.8,29.9,"97.233707717","92.660403959",24.6,54.4
"Strasburg, Stephen",544931,2019,80,31.3,3.8,".186",".221",26.9,1.9,28.8,"96.348935217","92.335568913",26.5,46.2
"Vargas, Ildemaro",545121,2019,211,11.4,4.3,".300",".289",25.8,3.4,30.3,"96.704520114","92.377253352",12.2,44.6
"Bauer, Trevor",545333,2019,22,54.5,9.1,".190",".147",12.5,0,0,"90.7872375","89.770524286",46.7,34.1
"Grichuk, Randal",545341,2019,628,26,5.6,".307",".304",31.3,8.5,39.8,"100.740131792","94.423631368",28.1,50.2
"Marisnick, Jake",545350,2019,318,29.9,5.3,".297",".259",27,4,31.2,"98.39839375","93.229621623",29.2,52.8
"Stassi, Max",545358,2019,147,33.3,8.2,".177",".233",21.2,3.5,41,"99.121789048","93.808570723",32.8,45.4
"Trout, Mike",545361,2019,600,20,18.3,".436",".460",43.8,18.9,44.4,"103.466773886","95.970475845",19.2,36.8
"Herrera, Odúbel",546318,2019,139,23.7,7.9,".272",".278",36.2,4.3,30.9,"97.56891617","92.836191596",28.5,52
"Alford, Anthony",546990,2019,30,36.7,3.3,".228",".220",11.8,5.9,29.4,"96.026502222","92.249324706",41.1,45.2
"Almora Jr., Albert",546991,2019,363,17.1,4.4,".271",".285",31,4.6,27.5,"97.073710432","92.557715596",24.2,52.1
"Ruiz, Rio",547004,2019,413,21.3,9.7,".294",".292",33.7,2.8,36.5,"98.246970638","93.295943652",24.3,46.7
"Delmonico, Nicky",547170,2019,68,36.8,5.9,".243",".260",28.9,7.9,34.2,"99.087837368","93.598322895",41.6,46.6
"Wolters, Tony",547172,2019,411,16.5,8.8,".290",".286",37.5,0,19.7,"93.761511081","90.91707878",20,44.6
"Lorenzen, Michael",547179,2019,53,32.1,9.4,".262",".275",25.8,3.2,64.3,"102.64797","97.3482825",35.2,57.1
"Harper, Bryce",547180,2019,682,26.1,14.5,".365",".387",37.6,14.8,45.6,"103.137354264","96.043547766",33.8,48.7
"Pérez, Roberto",547379,2019,449,28.3,10,".326",".321",32.6,11,41.3,"101.381071221","94.869235939",30,39.8
"Ryu, Hyun Jin",547943,2019,67,34.3,6,".202",".207",15,5,15,"95.291394286","91.805958571",21.2,37.9
"Martin, Leonys",547982,2019,264,29.5,8,".269",".262",27.3,6.2,27.3,"97.557633553","92.818935563",33.5,54.3
"Abreu, José",547989,2019,693,21.9,5.2,".344",".358",35.2,12.8,48.2,"103.146324797","95.996655894",25.3,49.5
"Stripling, Ross",548389,2019,24,29.2,8.3,".181",".198",20,0,0,"88.120711667","89.037333333",32.4,45.1
"Díaz, Elias",553869,2019,332,16.9,6.9,".265",".277",29.5,2.4,34.3,"99.26563336","93.660186627",23.3,47.7
"Narváez, Omar",553882,2019,482,19.1,9.8,".345",".330",40.4,5.3,28.1,"95.546726667","91.774567182",22.9,47.8
"Astudillo, Willians",553902,2019,204,3.9,2.5,".288",".319",38.2,2.7,31.3,"97.030897802","92.515448901",8.9,59
"Suárez, Eugenio",553993,2019,662,28.5,10.6,".381",".355",38,13.8,40.8,"100.844864896","94.608867917",28.7,44.4
"Wheeler, Zack",554430,2019,64,29.7,3.1,".246",".214",29.3,2.4,14.6,"90.346693333","90.460985714",29.9,59.1
"Polanco, Gregory",570256,2019,167,29.3,7.2,".305",".296",31.7,9.6,30.4,"99.604895882","93.812075392",32.7,50.5
"Santana, Domingo",570267,2019,507,32.3,9.9,".326",".342",40.1,12.1,42.1,"100.050234643","94.228038964",31.9,46.8
"González, Erik",570481,2019,156,23.7,5.8,".262",".248",28.4,2.8,27.8,"98.826440385","93.477520777",29,55.4
"Urshela, Gio",570482,2019,476,18.3,5.3,".369",".348",37.3,7,41.6,"100.076720559","94.37213352",22.2,56.5
"Sánchez, Yolmer",570560,2019,555,21.1,7.9,".281",".274",32.1,1,27,"95.805694709","91.918524721",22.8,48.8
"Ureña, José",570632,2019,22,63.6,4.5,".035",".062",0,0,0,"74.02248","88",44.4,46.2
"Schoop, Jonathan",570731,2019,464,25,4.3,".324",".314",35.5,8.8,38.5,"100.523025472","94.303766025",32.5,58.4
"Adams, Matt",571431,2019,333,34.5,6,".306",".320",39.8,14.8,43.9,"101.473347857","94.825083538",33.4,50.1
"Altherr, Aaron",571437,2019,66,37.9,4.5,".135",".210",32.4,5.4,21.6,"95.495541579","91.988152703",35,51.1
"Arenado, Nolan",571448,2019,662,14,9.4,".392",".343",34.6,8,37.6,"99.240765317","93.75734495",20.9,51.4
"Barnhart, Tucker",571466,2019,364,22.8,12.1,".301",".284",32.8,3,27.9,"95.615923125","91.808912455",23.5,46.6
"Baron, Steven",571467,2019,10,60,0,".209",".128",50,0,50,"102.699215","95.6592175",37.5,47.1
"Bour, Justin",571506,2019,170,30.6,10,".267",".287",29,11,42.9,"100.894154082","94.593140408",29.4,44.1
"Corbin, Patrick",571578,2019,72,37.5,4.2,".112",".131",16.7,0,11.9,"89.779473889","89.749436944",28.2,50.4
"Farmer, Kyle",571657,2019,197,29.9,5.1,".289",".290",32,5.6,29.7,"96.32916339","92.228383162",29,50.8
"Freitas, David",571679,2019,20,25,20,".182",".293",36.4,0,45.5,"96.279635","92.725173636",28.6,39.8
"Gennett, Scooter",571697,2019,139,29.5,1.4,".241",".229",40.4,2.1,25.5,"94.849609574","91.461630645",25,59
"Goodwin, Brian",571718,2019,458,28.2,8.3,".332",".303",38.5,6.3,33.3,"97.895933357","92.953846607",27.7,42.2
"Hamilton, Billy",571740,2019,353,24.6,9.1,".251",".254",32.9,0,7.3,"89.916051818","89.528641318",23,47.8
"Haniger, Mitch",571745,2019,283,28.6,10.6,".326",".328",31.7,11.4,40.9,"99.8113955","93.965994151",26.6,42.4
"Hernández, Enrique",571771,2019,460,21.1,7.8,".301",".304",35.5,5.6,34.5,"98.499102125","93.321826144",26.5,47.2
"Holt, Brock",571788,2019,295,19.3,9.5,".333",".301",31.6,1.5,30.6,"96.253581262","92.229271359",18.7,42.1
"Lamb, Jake",571875,2019,226,24.3,14.2,".297",".347",33.6,8.2,42.5,"100.601395821","94.602444887",25.8,42
"Maile, Luke",571912,2019,129,25.6,6.2,".194",".259",31.8,4.5,28.4,"96.768106512","92.447024235",23.2,46.6
"Matz, Steven",571927,2019,61,27.9,0,".217",".267",27.3,2.3,18.2,"94.425430526","91.434862895",26.5,52.1
"Mikolas, Miles",571945,2019,62,43.5,0,".124",".132",20,0,23.5,"94.167238","91.539177333",46.9,64
"Muncy, Max",571970,2019,589,25.3,15.3,".372",".380",38.9,12,43.4,"100.624856095","94.560041662",28.9,40.1
"Murphy, John Ryan",571974,2019,70,40,8.6,".276",".285",44.4,11.1,27.8,"97.257443529","92.685485",38.8,49.8
"Myers, Wil",571976,2019,490,34.3,10.4,".316",".319",32.7,11.2,41.4,"101.566235802","95.04647295",32.1,44.4
"Naquin, Tyler",571980,2019,294,22.4,4.8,".330",".327",32.5,9,38.9,"101.033575192","94.826846538",25.5,54.9
"Owings, Chris",572008,2019,196,39.8,7.1,".198",".237",25.5,6.9,31.4,"96.987664314","92.542667129",34.1,45.4
"Phegley, Josh",572033,2019,342,18.4,4.4,".291",".286",34.5,3.1,24.3,"95.244284252","91.664517154",22.6,47.5
"Piscotty, Stephen",572039,2019,393,21.4,7.4,".306",".318",31.8,7.6,41,"100.01466763","94.14751263",28.9,51
"Pollock, AJ",572041,2019,342,21.6,6.7,".333",".329",29.8,8,39.9,"99.774752521","94.228176962",26.6,46.9
"Rickard, Joey",572073,2019,189,26.5,9.5,".290",".275",32.2,3.4,21.2,"94.484835593","91.263949746",23.4,46.8
"Seager, Kyle",572122,2019,443,19.4,9.9,".332",".350",36.9,8.4,39.7,"98.55946875","93.666821053",21.3,45.6
"Taylor, Michael A.",572191,2019,97,35.1,7.2,".289",".276",32.1,7.1,42.9,"101.215247308","95.216882885",34.2,47.3
"Voit III, Luke",572228,2019,510,27.8,13.9,".360",".368",39.6,13.9,42.4,"101.044367708","94.803622951",35.1,47.3
"Walker, Christian",572233,2019,603,25.7,11.1,".346",".364",34.1,13.1,48.8,"102.727625691","95.697243147",28.8,48.7
"Zunino, Mike",572287,2019,289,33.9,6.9,".235",".274",26.8,11.3,36.9,"101.234572262","94.624915",38.3,51.4
"Goins, Ryan",572365,2019,163,27,10.4,".298",".260",27.7,1,32.7,"97.0734502","92.715950404",27.9,40.4
"Carpenter, Matt",572761,2019,492,26.2,12.8,".315",".321",36.2,7.2,31.1,"97.130606383","92.713489573",25.5,40.7
"Dickerson, Corey",572816,2019,279,20.1,5.7,".367",".322",44,8.2,34.8,"98.920345049","93.485303447",27.4,58.4
"Dozier, Brian",572821,2019,482,21.8,12.7,".329",".330",32.4,6.7,35.4,"97.965853419","93.121791871",24.3,39.3
"Garneau, Dustin",572863,2019,101,21.8,9.9,".330",".292",20.3,4.7,25,"95.041371563","91.599457188",20.3,46.5
"Keuchel, Dallas",572971,2019,41,68.3,2.4,".138",".096",16.7,0,25,"95.037058","91.691502",49.4,47.9
"Saladino, Tyler",573135,2019,71,36.6,7,".187",".243",30.8,5.1,41,"100.595582105","94.471836842",34.2,39.7
"Stroman, Marcus",573186,2019,25,52,0,".038",".109",16.7,0,16.7,"94.428256","91.95096",49.1,76
"Yastrzemski, Mike",573262,2019,411,26,7.8,".353",".342",36.9,11.2,42.9,"100.328345606","94.375012624",27.3,47.6
"Contreras, Willson",575929,2019,409,24.9,9.3,".368",".347",31.2,11.5,41.5,"101.564759462","94.848420927",33.1,50.1
"Gyorko, Jedd",576397,2019,101,23.8,8.9,".224",".279",26.5,4.4,32.4,"97.993507059","92.996753529",27.2,47.6
"Iglesias, Jose",578428,2019,530,13.2,3.8,".306",".284",29.7,2.3,24.2,"94.71843919","91.441140476",15.3,55.5
"Hechavarría, Adeiny",588751,2019,221,21.7,6.3,".312",".292",30.8,5.8,30.1,"96.943622105","92.598858355",24.3,53.5
"Torreyes, Ronald",591720,2019,17,17.6,0,".196",".161",15.4,0,0,"86.692751429","88.855803846",22.2,55.1
"Osuna, José",591741,2019,285,16.8,6.3,".320",".329",32.3,5.1,37.4,"99.311936449","93.80543472",22.6,51.3
"Valera, Breyvic",591971,2019,52,13.5,7.7,".297",".274",37.5,0,30,"94.644132","91.408413077",11.8,45.4
"Austin, Tyler",592122,2019,179,37.4,13.4,".298",".320",27.3,15.9,48.8,"102.850681628","95.936979059",39.4,42.5
"Bryant, Kris",592178,2019,634,22.9,11.7,".379",".349",35.8,9.3,34.1,"98.53167269","93.281246777",28.4,48.5
"Canha, Mark",592192,2019,497,21.5,13.5,".386",".362",32.1,9.5,41.1,"99.685622252","93.94485394",22.8,40.6
"Casali, Curt",592200,2019,236,25,10.6,".316",".309",42.4,6,31,"95.934453836","91.994587103",22.2,43.1
"Castellanos, Nick",592206,2019,664,21.5,6.2,".357",".363",39.8,10.9,41.5,"99.936858686","94.155142055",26.9,54.7
"Cowart, Kaleb",592230,2019,26,26.9,3.8,".200",".210",27.8,0,11.1,"91.212328889","89.696653889",26.5,51.6
"DeShields, Delino",592261,2019,408,24.5,9.3,".295",".273",34.1,2.2,24.3,"95.350649508","91.685580656",22.2,43.4
"Drury, Brandon",592273,2019,447,25.3,5.6,".271",".306",36.7,9.1,36.7,"99.247389221","93.624401006",27.6,47.4
"Foltynewicz, Mike",592314,2019,38,50,0,".050",".086",15.8,0,0,"88.1510175","89.035196875",40.8,55.5
"Gamel, Ben",592325,2019,356,29.2,11.2,".308",".297",35.4,3.8,38,"98.655207184","93.509022098",23.1,40.1
"Gausman, Kevin",592332,2019,27,66.7,0,".032",".045",11.1,0,0,"85.480696","88.220287778",35,42.1
"González, Chi Chi",592346,2019,24,62.5,0,".036",".064",22.2,0,0,"89.703812","89.601826667",40.4,52.5
"Goodrum, Niko",592348,2019,472,29.2,9.7,".315",".303",38,6.3,41.5,"100.060278881","94.164698916",31.9,48.1
"Gray, Jon",592351,2019,59,37.3,5.1,".094",".138",11.8,0,8.8,"89.471207273","89.968968571",38.9,48.7
"Healy, Ryon",592387,2019,187,21.4,7,".308",".317",33.1,9,39.2,"99.883530317","94.1541836",25.1,47.3
"Holaday, Bryan",592407,2019,129,16.3,8.5,".326",".277",33.3,1,34.4,"97.1413175","92.700120737",20.4,44.9
"Jones, JaCoby",592444,2019,333,28.2,8.1,".311",".327",35,10.7,47.6,"101.922136893","95.411799317",26.5,47
"Judge, Aaron",592450,2019,447,31.5,14.3,".382",".402",40.3,20.2,58.4,"107.048947731","98.862456513",36.7,42
"Machado, Manny",592518,2019,661,19.4,9.8,".335",".343",31.2,8,43.7,"102.073663723","95.40263803",24.2,46.7
"Moran, Colin",592567,2019,503,23.3,6,".315",".314",37.1,7.4,34.8,"98.556321897","93.372829654",24.7,53.7
"Parker, Jarrett",592620,2019,15,53.3,20,".138",".185",25,0,50,"100.511405","95.8656425",43.2,52.1
"Pederson, Joc",592626,2019,514,21.6,9.7,".362",".344",31.4,10.3,43.5,"101.926819048","95.251138896",24.1,46.1
"Ravelo, Rangel",592660,2019,43,27.9,7,".276",".350",35.7,10.7,50,"102.852642143","95.916164286",24.1,49.1
"Ray, Robbie",592662,2019,60,46.7,0,".063",".092",12.5,0,6.3,"89.566457692","89.6630044",45.3,53
"Realmuto, J.T.",592663,2019,593,20.7,6.9,".340",".341",35,8.7,41.1,"101.081746462","94.730632317",23.8,50.7
"Renfroe, Hunter",592669,2019,494,31.2,9.3,".320",".314",32.2,12,39.4,"101.091156986","94.693304315",30.6,45.9
"Rivera, Yadiel",592680,2019,66,30.3,9.1,".218",".216",17.5,0,35,"100.174720526","94.209118684",40.3,53.7
"Rosario, Eddie",592696,2019,590,14.6,3.7,".329",".327",33.2,8.5,36,"98.424787531","93.352567757",21.3,59.3
"Simmons, Andrelton",592743,2019,424,8.7,5.7,".290",".273",18.8,1.7,33.6,"97.498130508","92.76261238",13.9,48
"Smith, Caleb",592761,2019,49,30.6,0,".230",".195",21.2,0,36.4,"99.8639275","94.558151304",29.5,54.9
"Smyly, Drew",592767,2019,20,45,5,".035",".077",10,0,20,"89.324866","89.838848889",35,54.1
"Syndergaard, Noah",592789,2019,69,68.1,4.3,".144",".147",31.6,15.8,42.1,"100.145837778","94.715449412",53,58.1
"Taillon, Jameson",592791,2019,11,27.3,0,".217",".133",12.5,0,12.5,"89.873096667","90.303076",33.3,50
"Velasquez, Vince",592826,2019,36,25,5.6,".267",".252",24,0,24,"95.843825","92.2501705",24.3,51.9
"Wilkerson, Stevie",592859,2019,361,29.9,6.1,".286",".253",33.5,3.6,30.4,"95.932262973","91.984574253",27.4,46
"Williams, Mason",592863,2019,34,17.6,8.8,".276",".340",52,0,32,"95.358852308","91.96188",21.3,48.4
"Williams, Trevor",592866,2019,44,38.6,4.5,".174",".176",28,0,4,"90.40800125","89.44889625",24.3,41.4
"Yelich, Christian",592885,2019,580,20.3,13.8,".442",".429",33.2,15.8,49.1,"104.869553459","97.015311892",28.3,45.2
"Merrifield, Whit",593160,2019,735,17.1,6.1,".340",".325",42.4,4.5,29.2,"96.252648182","92.167329527",20.1,49.3
"Bogaerts, Xander",593428,2019,698,17.5,10.9,".390",".356",35.1,8.6,44.5,"101.168690363","94.874752258",20.9,41.1
"Hernández, Marco",593523,2019,155,27.1,1.9,".266",".234",27.1,1.9,22.4,"94.894842692","91.532661456",35.7,60.4
"Bonifacio, Jorge",593528,2019,21,33.3,4.8,".372",".250",46.2,7.7,30.8,"96.690965714","92.775046923",29.3,50.6
"Alberto, Hanser",593643,2019,550,9.1,2.9,".318",".300",32.5,2.9,18.5,"94.197573506","91.107926269",14.5,59.1
"Brito, Sócrates",593647,2019,43,39.5,9.3,".140",".235",22.7,4.5,40.9,"99.603857273","94.070057727",40.5,50.9
"Hanson, Alen",593700,2019,48,35.4,6.3,".174",".200",22.2,0,22.2,"93.384578462","90.8057644",32.1,62.9
"Polanco, Jorge",593871,2019,704,16.5,8.5,".352",".341",41.6,6.7,33.1,"97.46599549","92.78121002",17.5,44.9
"Sanó, Miguel",593934,2019,439,36.2,12.5,".378",".368",36,21.2,57.2,"105.196811712","97.791274595",38.1,43.6
"Herrera, Rosell",594011,2019,119,22.7,9.2,".263",".264",26.6,2.5,27.8,"97.300544474","92.768844211",33,43.2
"Difo, Wilmer",594694,2019,144,20.1,8.3,".270",".272",34,0,19.4,"92.964007347","90.731143878",27.1,54.3
"Calhoun, Kole",594777,2019,632,25.6,11.1,".330",".339",35.2,11.2,42.6,"99.943105052","94.209946136",32.1,48.2
"deGrom, Jacob",594798,2019,70,27.1,5.7,".245",".220",23.4,2.1,28.3,"95.513015238","91.797666905",33.8,57.3
"Duvall, Adam",594807,2019,130,30,5.4,".360",".327",30.5,15.9,32.9,"100.130390488","94.306709012",28.3,48.7
"Eaton, Adam",594809,2019,656,16.2,9.9,".342",".328",33.9,3.8,34.3,"98.729984311","93.47287412",17.8,44.6
"Garcia, Greg",594824,2019,372,22.3,14.2,".319",".294",29,2.6,27,"96.047828571","92.035017946",16,34.3
"Gosselin, Phil",594838,2019,68,23.5,4.4,".263",".321",30.6,6.1,36.7,"98.37369","93.376679796",24,45.5
"Palka, Daniel",594953,2019,93,37.6,8.6,".174",".212",22.4,6.1,34.7,"100.0115084","94.204408163",39.5,52.2
"Ponce de Leon, Daniel",594965,2019,12,33.3,8.3,".069",".116",14.3,0,14.3,"93.79893","90.899465",35,43.5
"Schebler, Scott",594988,2019,95,28.4,14.7,".223",".255",18.5,3.7,26.5,"96.7878232","92.535667347",29.5,51.2
"Eickhoff, Jerad",595191,2019,19,36.8,5.3,".046",".099",9.1,0,36.4,"98.1236775","94.007691429",34.5,42
"Gerber, Mike",595222,2019,26,57.7,7.7,".100",".158",11.1,11.1,44.4,"100.601032","95.169371111",58.1,54.4
"Kiermaier, Kevin",595281,2019,480,21.7,5.4,".284",".296",26.4,5.5,37.7,"100.003324269","94.058416696",25.1,54.9
"Knapp, Andrew",595284,2019,160,31.9,11.3,".282",".299",36.4,9.1,42,"99.13086561","93.935779634",31.2,51.8
"Riddle, JT",595375,2019,139,30.2,3.6,".250",".259",30,8.9,30,"97.278215111","92.642046333",34.8,52.5
"Wallach, Chad",595453,2019,54,22.2,11.1,".309",".359",27.8,13.9,38.9,"99.716542353","94.006236765",27.4,48.4
"Alfaro, Jorge",595751,2019,465,33.1,4.7,".312",".324",33.3,11.5,44.8,"103.194269429","95.842433082",38.4,61.2
"Profar, Jurickson",595777,2019,518,14.5,9.3,".301",".328",29.7,6.5,31.3,"97.141906243","92.584582042",20.2,45.2
"Báez, Javier",595879,2019,561,27.8,5,".347",".332",36.3,12.7,43.6,"102.448426524","95.481472949",35.5,55.5
"Beede, Tyler",595881,2019,43,53.5,7,".135",".120",11.8,0,5.9,"92.12172","90.525855333",47.2,43.9
"Bird, Greg",595885,2019,41,39,14.6,".254",".288",31.6,5.3,36.8,"97.955963","93.325302105",29.7,44.2
"Cave, Jake",595909,2019,228,31.1,9.2,".343",".359",38.3,12.5,43.8,"100.842377969","94.839403906",31.8,47.7
"Gallagher, Cam",595956,2019,142,19.7,7.7,".294",".257",38,2,24,"95.550268333","91.795170521",17.5,42.7
"Hedges, Austin",595978,2019,347,31.4,7.8,".242",".265",32,8.3,32.5,"97.733819802","92.919899257",33.3,51.3
"Heineman, Scott",595981,2019,85,23.5,10.6,".295",".282",32.7,1.8,36.4,"98.2151375","93.215911091",28.9,47.6
"Kramer, Kevin",596012,2019,50,34,12,".212",".253",40.7,7.4,37,"96.13957","92.318561481",24.3,48
"Lindor, Francisco",596019,2019,654,15,7,".349",".333",29.8,7.5,41,"101.130645418","94.847008982",17.1,51.4
"Odor, Rougned",596059,2019,581,30.6,9,".302",".321",30.6,13.6,45.6,"101.734976168","95.31182003",29.2,47.9
"Slater, Austin",596103,2019,192,30.7,11.5,".320",".330",35.8,10.1,49.1,"100.737708519","94.645085185",32.8,42.1
"Smith Jr., Dwight",596105,2019,392,20.9,6.6,".299",".290",30.4,3.9,39.3,"100.125783957","94.187231727",28.3,45.7
"Story, Trevor",596115,2019,656,26.5,8.8,".380",".341",36.5,8.6,46,"101.223764423","95.034883125",26.4,48.1
"Stubbs, Garrett",596117,2019,39,17.9,10.3,".254",".275",28.6,0,28.6,"95.157315","91.5786575",22.4,59.8
"Swihart, Blake",596119,2019,99,36.4,6.1,".228",".249",33.9,5.4,28.6,"96.09585","92.110448929",33.2,53.6
"Vogelbach, Daniel",596129,2019,558,26.7,16.5,".333",".345",39,10.5,38,"100.052249618","94.193186358",26.9,34
"Weaver, Luke",596133,2019,21,52.4,0,".140",".142",50,0,40,"96.9830975","93.593924286",50,58.3
"Sánchez, Gary",596142,2019,446,28,9,".346",".373",33.8,19.1,41.9,"103.410339559","95.82221136",32.3,44
"Cuthbert, Cheslor",596144,2019,330,20.3,5.8,".287",".293",31.4,4.5,37.6,"99.671722149","93.927468678",24.1,48.6
"Kepler, Max",596146,2019,596,16.6,10.1,".355",".343",30.5,8.9,42.1,"100.805599577","94.514078635",20.2,49.4
"Quinn, Roman",596451,2019,122,27.9,9.8,".289",".284",22.7,5.3,36,"99.613877419","93.991941475",31.3,43.5
"Franco, Maikel",596748,2019,428,14.3,8.4,".281",".298",24.2,6.9,38.4,"100.63202897","94.350348879",22,51.5
"García, Robel",596825,2019,80,43.8,8.8,".315",".277",42.1,15.8,42.1,"101.625057368","95.216182162",45.3,48.2
"Choi, Ji Man",596847,2019,487,22.2,13.1,".348",".365",37.9,11.3,42.7,"101.047548701","94.915341299",25.6,43
"Bradley Jr., Jackie",598265,2019,567,27.3,9.9,".314",".318",30.5,9.6,44.8,"100.737430117","94.682078123",32.6,48.1
"O'Brien, Peter",598284,2019,47,40.4,8.5,".234",".257",21.7,4.3,43.5,"101.746666667","95.172173913",36,45.2
"La Stella, Tommy",600303,2019,321,8.7,6.2,".351",".355",34.8,5.3,31.2,"97.070269695","92.641464291",11.9,42.3
"Read, Raudy",600466,2019,11,45.5,0,".079",".143",50,0,16.7,"86.71306","89.455755",60.9,53.5
"Severino, Pedro",600474,2019,341,21.4,8.5,".316",".336",35.7,8.5,33.6,"99.019749573","93.539727039",24.9,44.1
"Núñez, Renato",600524,2019,599,23.9,7.3,".323",".335",32.1,10.7,40.9,"101.416437214","94.827385786",27.4,49.5
"Arteaga, Humberto",600858,2019,135,20.7,5.9,".221",".255",29.9,0,21.6,"94.116868085","91.150837527",22.1,54.1
"Candelario, Jeimer",600869,2019,386,25.6,11.1,".283",".308",32.9,5.9,33.8,"99.260932458","93.636242119",25.8,43.6
"Pivetta, Nick",601713,2019,27,70.4,3.7,".093",".072",0,0,14.3,"89.054953333","90.756924",63.4,36.6
"Daza, Yonathan",602074,2019,105,20,6.7,".221",".230",24.7,1.3,20.8,"93.111274865","90.945507297",23.3,51.1
"Rondon, José",602922,2019,157,24.2,7,".241",".256",33,2.8,32.1,"97.556846792","92.824923524",24.8,46.2
"Ahmed, Nick",605113,2019,625,18.1,8.3,".315",".321",35.7,6.6,34,"97.728699383","92.939083223",21.3,49.5
"Anderson, Brian",605119,2019,520,21.9,8.5,".342",".340",31.3,8.9,46,"100.764886494","94.722101667",27.4,47.5
"Barnes, Austin",605131,2019,242,23.1,9.5,".272",".256",27.8,4.4,29.1,"96.417563924","92.23558949",22.3,39.6
"Bell, Josh",605137,2019,613,19.2,12.1,".378",".383",34.6,12.7,47.2,"103.082487171","96.001241809",25.3,48.1
"Betts, Mookie",605141,2019,706,14.3,13.7,".380",".411",39.4,10.3,47.4,"100.567436587","94.76255839",14.5,38.3
"Caratini, Victor",605170,2019,279,21.1,10.4,".338",".344",32.4,9,35.9,"99.639721196","93.859793207",22.3,46
"Cron, Kevin",605196,2019,78,35.9,5.1,".321",".348",40.9,22.7,50,"103.978375909","96.294546591",42,56.6
"Davies, Zach",605200,2019,55,45.5,1.8,".157",".147",27.6,0,6.9,"90.1173875","89.820824783",27.5,40.4
"Davis, J.D.",605204,2019,453,21.4,8.4,".373",".383",36.8,11.1,47.9,"102.839054744","95.769210032",28.1,48.9
"Fisher, Derek",605233,2019,167,34.1,12.6,".285",".300",34.8,12.4,44.3,"102.661998864","95.755711839",38.6,37.2
"Garcia, Aramis",605244,2019,46,45.7,8.7,".217",".215",38.1,4.8,35,"97.460894","92.83182",38.4,50.5
"Gore, Terrance",605253,2019,58,31,10.3,".317",".248",24.2,0,12.1,"91.780217143","90.171197143",29.2,41.2
"Houser, Adrian",605288,2019,27,63,7.4,".108",".123",12.5,0,37.5,"101.836903333","96.302142",52.9,47.7
"Martini, Nick",605361,2019,109,23.9,12.8,".291",".290",29.4,1.5,32.8,"96.681503529","92.421592836",20,40.6
"Musgrove, Joe",605397,2019,61,31.1,3.3,".183",".217",27.5,5,27.5,"98.251830667","93.125915333",36.3,59.2
"Nola, Aaron",605400,2019,70,50,8.6,".168",".162",27.6,0,20.7,"94.363985833","91.320340435",16.4,23.4
"Panik, Joe",605412,2019,491,9.6,8.8,".284",".306",33.8,2,25.8,"95.338176359","91.672916205",10.7,42.2
"Pérez, Michael",605421,2019,55,34.5,14.5,".303",".299",33.3,7.4,48.1,"99.891661429","94.799107778",40.9,39.6
"Rodríguez, Dereck",605446,2019,29,58.6,0,".150",".118",25,0,25,"95.668728333","91.834364167",36.8,60.6
"Ross, Joe",605452,2019,20,50,5,".121",".121",0,0,22.2,"97.996735","92.9983675",41.4,40.3
"Skole, Matt",605474,2019,80,38.8,8.8,".232",".216",33.3,0,14.3,"91.792311905","90.534588095",29.6,43.2
"Smith, Mallex",605480,2019,566,24.9,7.4,".278",".256",29,2.2,20.1,"94.189873149","91.140372155",28.2,48.6
"Spangenberg, Cory",605486,2019,102,35.3,5.9,".267",".241",26.7,5,25.5,"96.1128812","92.278285714",32,55.2
"Starling, Bubba",605490,2019,197,28.4,4.6,".247",".243",36.6,2.3,17.6,"92.948463594","90.804861102",29.7,49.7
"Tilson, Charlie",605508,2019,157,24.2,6.4,".256",".277",29.2,2.8,31.1,"97.431041132","92.733163396",24.9,49.2
"Woodruff, Brandon",605540,2019,49,40.8,2,".272",".228",32.1,0,25,"97.539096667","92.849426667",33.7,43.7
"Zimmer, Bradley",605548,2019,14,50,7.1,".049",".171",33.3,0,16.7,"91.59989","90.808398",44.4,52.9
"Castro, Harold",605612,2019,369,23.3,2.4,".292",".279",36.9,3.6,28.6,"96.521335149","92.397637004",24.2,54.1
"Arcia, Orlando",606115,2019,546,20,7.9,".269",".277",26.5,4.3,31.3,"97.613876615","92.86605",24.6,47.7
